,song,artist,peak,seasons,id,features
5547,Faithfully,Glee Cast,37,{'summer'},7Fn84f1WeWabP3aFXW5TA8,"{'danceability': 0.411, 'energy': 0.54, 'speechiness': 0.0289, 'instrumentalness': 0, 'tempo': 129.876, 'valence': 0.0997}"
5548,Over The Rainbow,Glee Cast,44,{'summer'},4ScByt6H4vaiTlXS8dNQOc,"{'danceability': 0.499, 'energy': 0.352, 'speechiness': 0.0297, 'instrumentalness': 0, 'tempo': 166.028, 'valence': 0.473}"
5549,Any Way You Want It/Lovin' Touchin' Squeezin',Glee Cast,58,{'summer'},7cHROTw8JRjEaO3hDf1GZN,"{'danceability': 0.463, 'energy': 0.839, 'speechiness': 0.0361, 'instrumentalness': 0, 'tempo': 145.935, 'valence': 0.614}"
5550,Don't Stop Believin',Glee Cast,4,{'summer'},18k2vGf6TWpBoy8ASTuPdS,"{'danceability': 0.473, 'energy': 0.619, 'speechiness': 0.0336, 'instrumentalness': 0, 'tempo': 123.857, 'valence': 0.274}"
5551,Bionic,Christina Aguilera,66,{'summer'},3Vf1gIyoOSHPQTycGpVKju,"{'danceability': 0.422, 'energy': 0.933, 'speechiness': 0.196, 'instrumentalness': 0, 'tempo': 175.99, 'valence': 0.854}"
5552,Not Myself Tonight,Christina Aguilera,23,{'spring'},29CFPJaBW3ZfVeCI8EDnQa,"{'danceability': 0.757, 'energy': 0.812, 'speechiness': 0.0395, 'instrumentalness': 0.018, 'tempo': 120.015, 'valence': 0.542}"
5553,To Sir With Love,Glee Cast,75,{'summer'},6T5C1e56lt5bpLPGFszX0l,"{'danceability': 0.279, 'energy': 0.525, 'speechiness': 0.0284, 'instrumentalness': 0, 'tempo': 199.681, 'valence': 0.432}"
5554,Bohemian Rhapsody,Glee Cast Featuring Jonathan Groff,84,{'summer'},0tjeY2rdrKjUjtO5IwKusl,"{'danceability': 0.388, 'energy': 0.419, 'speechiness': 0.0286, 'instrumentalness': 0, 'tempo': 143.099, 'valence': 0.382}"
5555,"Beamer, Benz, Or Bentley",Lloyd Banks Featuring Juelz Santana,49,{'spring'},0cNJ3huiV99wvUN1tmQLTL,"{'danceability': 0.652, 'energy': 0.671, 'speechiness': 0.315, 'instrumentalness': 2.89e-05, 'tempo': 159.963, 'valence': 0.518}"
5556,Poker Face,Glee Cast,20,{'summer'},1rc7RzuBYQ9KZIntUyEAVb,"{'danceability': 0.467, 'energy': 0.195, 'speechiness': 0.0656, 'instrumentalness': 0, 'tempo': 75.896, 'valence': 0.288}"
5557,I Gotta Get To You,George Strait,70,{'summer'},1uc7DiV0ILFj8018ULlEHl,"{'danceability': 0.723, 'energy': 0.62, 'speechiness': 0.0284, 'instrumentalness': 0.0815, 'tempo': 116.282, 'valence': 0.683}"
5558,Keep On Lovin' You,Steel Magnolia,68,"{'summer', 'spring'}",5mrpWeULubsdBHpQVcXLqB,"{'danceability': 0.511, 'energy': 0.781, 'speechiness': 0.0479, 'instrumentalness': 0, 'tempo': 159.953, 'valence': 0.512}"
5559,Everything To Me,Monica,44,{'spring'},4ZOkuIDN8wRczzu1XUYC4y,"{'danceability': 0.308, 'energy': 0.529, 'speechiness': 0.0874, 'instrumentalness': 0, 'tempo': 80.794, 'valence': 0.485}"
5560,Woohoo,Christina Aguilera Featuring Nicki Minaj,79,{'summer'},1AzxJKFJ0j1SRyWjrzzmWh,"{'danceability': 0.736, 'energy': 0.621, 'speechiness': 0.23, 'instrumentalness': 0, 'tempo': 143.089, 'valence': 0.844}"
5561,Yeah Ya Know (Takers),T.I.,44,{'summer'},4JGypFKEHrlufSjF8DPl9X,"{'danceability': 0.457, 'energy': 0.895, 'speechiness': 0.0722, 'instrumentalness': 0, 'tempo': 139.923, 'valence': 0.236}"
5562,Imma Be,The Black Eyed Peas,1,{'spring'},0oJMv049q8hEkes9w0L1J4,"{'danceability': 0.597, 'energy': 0.517, 'speechiness': 0.366, 'instrumentalness': 0, 'tempo': 92.035, 'valence': 0.413}"
5563,Hey Daddy (Daddy's Home),Usher Featuring Plies,24,{'spring'},1TX6nArGLabDDabyBKccOJ,"{'danceability': 0.572, 'energy': 0.396, 'speechiness': 0.0233, 'instrumentalness': 0.914, 'tempo': 94.033, 'valence': 0.434}"
5564,Baby,Justin Bieber Featuring Ludacris,5,{'winter'},53bkiHHQwVDFqMYVYGHVay,"{'danceability': 0.85, 'energy': 0.48, 'speechiness': 0.1, 'instrumentalness': 0.865, 'tempo': 129.995, 'valence': 0.37}"
5565,You And Your Heart,Jack Johnson,20,{'spring'},3daDd8yhWLgeWyCeZp9eIj,"{'danceability': 0.78, 'energy': 0.572, 'speechiness': 0.0316, 'instrumentalness': 0.000457, 'tempo': 107.067, 'valence': 0.863}"
5566,Good Vibrations,Glee Cast,69,{'summer'},2lleIGI5aBkn3oMCvDnAHs,"{'danceability': 0.753, 'energy': 0.975, 'speechiness': 0.104, 'instrumentalness': 0.001, 'tempo': 122.001, 'valence': 0.585}"
5567,Beautiful Day,Lee DeWyze,24,{'summer'},2uLNwZvdN7lOvlqT9ebjkB,"{'danceability': 0.483, 'energy': 0.79, 'speechiness': 0.0517, 'instrumentalness': 3.14e-05, 'tempo': 135.121, 'valence': 0.29}"
5568,Deja Vu,3OH!3,75,{'summer'},70sK7T5SzRs6QFHA1LLfrw,"{'danceability': 0.654, 'energy': 0.817, 'speechiness': 0.266, 'instrumentalness': 0, 'tempo': 127.991, 'valence': 0.794}"
5569,Hallelujah,Lee DeWyze,44,{'summer'},64Zc0T6qgnWiY16T9169xU,"{'danceability': 0.379, 'energy': 0.071, 'speechiness': 0.0901, 'instrumentalness': 0.889, 'tempo': 172.511, 'valence': 0.211}"
5570,Another One Bites The Dust,Glee Cast,79,{'summer'},7cyCKchU5G6x2kHzMkhnED,"{'danceability': 0.95, 'energy': 0.432, 'speechiness': 0.109, 'instrumentalness': 1.43e-05, 'tempo': 109.99, 'valence': 0.769}"
5571,Falling Slowly,Lee DeWyze & Crystal Bowersox,66,{'summer'},3BCOJzGbTWl2lP3qUsktw3,"{'danceability': 0.501, 'energy': 0.256, 'speechiness': 0.0284, 'instrumentalness': 0, 'tempo': 74.786, 'valence': 0.168}"
5572,Unstoppable,Rascal Flatts,52,{'spring'},3URKVmDz5tkE7AfkQLWEeL,"{'danceability': 0.473, 'energy': 0.799, 'speechiness': 0.0483, 'instrumentalness': 0, 'tempo': 155.892, 'valence': 0.506}"
5573,Tell Me Something Good,Glee Cast,87,{'summer'},2FxMd2hPJh44L0N9VhjX6n,"{'danceability': 0.693, 'energy': 0.759, 'speechiness': 0.0566, 'instrumentalness': 0, 'tempo': 81.031, 'valence': 0.881}"
5574,Loser,Glee Cast,93,{'summer'},3iAvTn62s7rvE6hm6fFodt,"{'danceability': 0.701, 'energy': 0.864, 'speechiness': 0.0631, 'instrumentalness': 0, 'tempo': 106.032, 'valence': 0.811}"
5575,"It's A Man's, Man's Man's World",Glee Cast,95,{'summer'},79MUzUStA60r6XweR9T4iP,"{'danceability': 0.645, 'energy': 0.375, 'speechiness': 0.0279, 'instrumentalness': 2.16e-05, 'tempo': 81.027, 'valence': 0.534}"
5576,Dirty Picture,Taio Cruz Featuring Ke$ha,96,{'summer'},57QaU0AOYFQ9YVTYLUzst0,"{'danceability': 0.698, 'energy': 0.775, 'speechiness': 0.0391, 'instrumentalness': 0.00982, 'tempo': 128.013, 'valence': 0.695}"
5577,Roger That,Young Money,56,{'spring'},4UXpJDvdsfneLvT09oJocg,"{'danceability': 0.482, 'energy': 0.627, 'speechiness': 0.116, 'instrumentalness': 0, 'tempo': 157.58, 'valence': 0.293}"
5578,Say Aah,Trey Songz Featuring Fabolous,9,{'spring'},31BlBUiXoHo8aGECuQd67C,"{'danceability': 0.833, 'energy': 0.895, 'speechiness': 0.101, 'instrumentalness': 0.966, 'tempo': 93.006, 'valence': 0.807}"
5579,All The Right Moves,OneRepublic,18,{'spring'},5XRHGXut00SrJUFmcn2lQF,"{'danceability': 0.529, 'energy': 0.948, 'speechiness': 0.0474, 'instrumentalness': 9.35e-06, 'tempo': 146.024, 'valence': 0.65}"
5580,Carry Out,Timbaland Featuring Justin Timberlake,11,"{'winter', 'spring'}",2DHc2e5bBn4UzY0ENVFrUl,"{'danceability': 0.531, 'energy': 0.574, 'speechiness': 0.113, 'instrumentalness': 0.0308, 'tempo': 115.68, 'valence': 0.272}"
5581,Bad Romance,Glee Cast,54,{'summer'},0LpE5tfNe15QLvQL4YDi7T,"{'danceability': 0.628, 'energy': 0.922, 'speechiness': 0.0759, 'instrumentalness': 3.69e-06, 'tempo': 119.005, 'valence': 0.532}"
5582,Up To The Mountain,Crystal Bowersox,57,{'summer'},47Dey0jXZv5PdGmCGR1jYa,"{'danceability': 0.351, 'energy': 0.362, 'speechiness': 0.0275, 'instrumentalness': 4.52e-06, 'tempo': 115.135, 'valence': 0.151}"
5583,American Honey,Lady Antebellum,25,{'spring'},4xInIiKipU1mtUogJ3ZdYr,"{'danceability': 0.588, 'energy': 0.684, 'speechiness': 0.0288, 'instrumentalness': 0, 'tempo': 85.997, 'valence': 0.121}"
5584,Beth,Glee Cast,72,{'summer'},2Ya2rGB2Bl4dJqJznK1XfD,"{'danceability': 0.514, 'energy': 0.267, 'speechiness': 0.0319, 'instrumentalness': 1.41e-06, 'tempo': 119.775, 'valence': 0.297}"
5585,Leave Right Now,Will Young,81,{'summer'},4mZsyuthp695XQWwb2g3qe,"{'danceability': 0.641, 'energy': 0.445, 'speechiness': 0.0368, 'instrumentalness': 0, 'tempo': 81.931, 'valence': 0.383}"
5586,Ain't Back Yet,Kenny Chesney,50,{'spring'},5jjoS9t9LgIsSGbVrtoKR7,"{'danceability': 0.602, 'energy': 0.944, 'speechiness': 0.0427, 'instrumentalness': 0.00256, 'tempo': 106.958, 'valence': 0.797}"
5587,Highway 20 Ride,Zac Brown Band,40,{'spring'},1XdlLIfwryo38EZ7OzdoEG,"{'danceability': 0.531, 'energy': 0.403, 'speechiness': 0.0338, 'instrumentalness': 1.38e-05, 'tempo': 76.125, 'valence': 0.431}"
5588,The Boxer,Lee DeWyze,88,{'summer'},6CZk7ZZgCWXVkkVpneEL2F,"{'danceability': 0.602, 'energy': 0.742, 'speechiness': 0.0377, 'instrumentalness': 0, 'tempo': 132.023, 'valence': 0.355}"
5589,Touchin On My,3OH!3,49,{'summer'},1LjHre9uHSLMuUrKsl6ppX,"{'danceability': 0.538, 'energy': 0.876, 'speechiness': 0.139, 'instrumentalness': 0, 'tempo': 83.949, 'valence': 0.527}"
5590,Dream On,Glee Cast Featuring Neil Patrick Harris,26,{'summer'},6cNSOKvw5hYVrOCrLw8joJ,"{'danceability': 0.417, 'energy': 0.622, 'speechiness': 0.0299, 'instrumentalness': 2.46e-06, 'tempo': 154.022, 'valence': 0.224}"
5591,Who Dat,J. Cole,93,{'summer'},1P03Mj8E7wJ4SfrZUWyOoy,"{'danceability': 0.184, 'energy': 0.0518, 'speechiness': 0.0337, 'instrumentalness': 0.708, 'tempo': 73.659, 'valence': 0.0718}"
5592,I Dreamed A Dream,Glee Cast Featuring Idina Menzel,31,{'summer'},4QDo30WQZZJle0Up1mC8ez,"{'danceability': 0.236, 'energy': 0.328, 'speechiness': 0.0353, 'instrumentalness': 0, 'tempo': 170.914, 'valence': 0.0606}"
5593,Jessie's Girl,Glee Cast,23,{'spring'},3aKNGl01j8n9RZY7XHWPMz,"{'danceability': 0.736, 'energy': 0.843, 'speechiness': 0.0511, 'instrumentalness': 0, 'tempo': 131.049, 'valence': 0.693}"
5594,Super High,Rick Ross Featuring Ne-Yo,100,{'summer'},1GxvjSEB6lQOLz2KITn32r,"{'danceability': 0.581, 'energy': 0.713, 'speechiness': 0.195, 'instrumentalness': 0, 'tempo': 166.089, 'valence': 0.561}"
5595,Neutron Star Collision (Love Is Forever),Muse,77,{'summer'},4AIazttPmHpd7p7pwJw692,"{'danceability': 0.287, 'energy': 0.9, 'speechiness': 0.0932, 'instrumentalness': 1.48e-05, 'tempo': 127.997, 'valence': 0.132}"
5596,Say Something,Timbaland Featuring Drake,23,{'spring'},7qje9qxLncMESiPeI27SAn,"{'danceability': 0.555, 'energy': 0.713, 'speechiness': 0.0911, 'instrumentalness': 0, 'tempo': 79.934, 'valence': 0.725}"
5597,Safety Dance,Glee Cast,81,{'summer'},3PYRn2lgbjuVB4w3BPQ8gs,"{'danceability': 0.637, 'energy': 0.902, 'speechiness': 0.0371, 'instrumentalness': 0.00142, 'tempo': 105.012, 'valence': 0.701}"
5598,Steady Mobbin',Young Money Featuring Gucci Mane,48,{'winter'},1a4IrAJtYyK9isorGjiaRt,"{'danceability': 0.621, 'energy': 0.521, 'speechiness': 0.0916, 'instrumentalness': 0.756, 'tempo': 156.073, 'valence': 0.614}"
5599,Hell On The Heart,Eric Church,67,{'spring'},6wo9obXjAhA8Yc90sswR56,"{'danceability': 0.637, 'energy': 0.89, 'speechiness': 0.0312, 'instrumentalness': 1.9e-06, 'tempo': 123.002, 'valence': 0.928}"
5600,Blah Blah Blah,Ke$ha Featuring 3OH!3,7,{'winter'},0QLaeKjOlVXMvt4d4d4co9,"{'danceability': 0.28, 'energy': 0.816, 'speechiness': 0.146, 'instrumentalness': 7.35e-06, 'tempo': 155.059, 'valence': 0.378}"
5601,Pyramid,Charice Featuring Iyaz,56,{'spring'},7qvr0cKA0rEPpnPfRehWj5,"{'danceability': 0.208, 'energy': 0.641, 'speechiness': 0.0297, 'instrumentalness': 0.973, 'tempo': 87.456, 'valence': 0.34}"
5602,A Little More Country Than That,Easton Corbin,42,{'spring'},7LrZ3SczM7zlUkVlhevPp2,"{'danceability': 0.64, 'energy': 0.6, 'speechiness': 0.0318, 'instrumentalness': 1.5e-06, 'tempo': 84.969, 'valence': 0.593}"
5603,Today Was A Fairytale,Taylor Swift,2,{'winter'},2JoJrsEV15OzbijS47lids,"{'danceability': 0.482, 'energy': 0.779, 'speechiness': 0.0409, 'instrumentalness': 0, 'tempo': 158.162, 'valence': 0.328}"
5604,Window Seat,Erykah Badu,95,{'spring'},74HYrIbnpc2xKCTenv5qKM,"{'danceability': 0.643, 'energy': 0.535, 'speechiness': 0.0941, 'instrumentalness': 0.00213, 'tempo': 82.193, 'valence': 0.564}"
5605,Backwoods,Justin Moore,69,{'spring'},3mSAhPW73pyeKoquI7E8B3,"{'danceability': 0.497, 'energy': 0.932, 'speechiness': 0.0527, 'instrumentalness': 2.5e-06, 'tempo': 157.884, 'valence': 0.774}"
5606,Naturally,Selena Gomez & The Scene,29,{'winter'},1YaVmBh7EAeR54FIjuFcb5,"{'danceability': 0.605, 'energy': 0.902, 'speechiness': 0.0511, 'instrumentalness': 1.01e-06, 'tempo': 132.612, 'valence': 0.875}"
5607,BedRock,Young Money Featuring Lloyd,2,{'spring'},5jmSPhkQl5kLp6T0P3JL0g,"{'danceability': 0.935, 'energy': 0.913, 'speechiness': 0.391, 'instrumentalness': 0.705, 'tempo': 148.021, 'valence': 0.969}"
5608,Live Like We're Dying,Kris Allen,18,{'spring'},1HfxPaJggVwFsvOtHbVzMz,"{'danceability': 0.589, 'energy': 0.893, 'speechiness': 0.0397, 'instrumentalness': 0, 'tempo': 92.011, 'valence': 0.94}"
5609,One,Glee Cast,60,{'spring'},682cKBPzotLuZD76c7Q3Me,"{'danceability': 0.365, 'energy': 0.848, 'speechiness': 0.0776, 'instrumentalness': 0, 'tempo': 185.917, 'valence': 0.287}"
5610,Total Eclipse Of The Heart,Glee Cast Featuring Jonathan Groff,16,{'spring'},4KLp7sKY2YCzaSQelZZjZr,"{'danceability': 0.513, 'energy': 0.662, 'speechiness': 0.0293, 'instrumentalness': 0, 'tempo': 134.128, 'valence': 0.261}"
5611,Drop The World,Lil Wayne Featuring Eminem,18,{'winter'},55KOO9SBS6SbDUreONyKfx,"{'danceability': 0.545, 'energy': 0.445, 'speechiness': 0.0279, 'instrumentalness': 0.77, 'tempo': 144.926, 'valence': 0.168}"
5612,The Boy Is Mine,Glee Cast,76,{'spring'},6XsvT9BGwhOHCXXBzkahnu,"{'danceability': 0.648, 'energy': 0.729, 'speechiness': 0.042, 'instrumentalness': 0, 'tempo': 93.151, 'valence': 0.499}"
5613,Lady Is A Tramp,Glee Cast,81,{'spring'},05U9c8s9N8YUXNzGv3k4c7,"{'danceability': 0.326, 'energy': 0.687, 'speechiness': 0.0531, 'instrumentalness': 0, 'tempo': 200.035, 'valence': 0.554}"
5614,I'm Single,Lil Wayne,82,{'spring'},3C9UV0uRiF3DAKe1tCWIdU,"{'danceability': 0.567, 'energy': 0.381, 'speechiness': 0.507, 'instrumentalness': 0, 'tempo': 85.537, 'valence': 0.689}"
5615,Rose's Turn,Glee Cast,93,{'spring'},5IEjk9xrbtTlnoRznXTIMz,"{'danceability': 0.545, 'energy': 0.399, 'speechiness': 0.0529, 'instrumentalness': 0, 'tempo': 103.266, 'valence': 0.501}"
5616,I'm Awesome,Spose,37,{'spring'},1qsoQzhJM3eHiF6EFjajZL,"{'danceability': 0.636, 'energy': 0.774, 'speechiness': 0.344, 'instrumentalness': 0, 'tempo': 92.429, 'valence': 0.774}"
5617,Gypsy,Shakira,65,{'spring'},3FESsHW8mAuiIsYpK6aJ6u,"{'danceability': 0.764, 'energy': 0.763, 'speechiness': 0.0576, 'instrumentalness': 0, 'tempo': 92.727, 'valence': 0.511}"
5618,Fistful Of Tears,Maxwell,94,{'spring'},3uMigZrW9l9De8roOy6CAn,"{'danceability': 0.744, 'energy': 0.62, 'speechiness': 0.0558, 'instrumentalness': 0, 'tempo': 123.032, 'valence': 0.701}"
5619,All I Ever Wanted,Kelly Clarkson,96,{'spring'},31wPF6zccO0cINHfUS7wWb,"{'danceability': 0.633, 'energy': 0.866, 'speechiness': 0.0443, 'instrumentalness': 0, 'tempo': 100.007, 'valence': 0.696}"
5620,Sexy Chick,David Guetta Featuring Akon,5,{'winter'},6WfYolWkoRDK8KSyq3qDZs,"{'danceability': 0.711, 'energy': 0.711, 'speechiness': 0.0434, 'instrumentalness': 0.892, 'tempo': 120.04, 'valence': 0.69}"
5621,Run Joey Run,Glee Cast Featuring Jonathan Groff,61,{'spring'},40IkQsur78eWts2kL77a8r,"{'danceability': 0.424, 'energy': 0.498, 'speechiness': 0.038, 'instrumentalness': 0, 'tempo': 150.899, 'valence': 0.323}"
5622,Ice Ice Baby,Glee Cast,74,{'spring'},222xITHDi1QPjFC1I83dPm,"{'danceability': 0.98, 'energy': 0.816, 'speechiness': 0.0831, 'instrumentalness': 0.00298, 'tempo': 120.019, 'valence': 0.787}"
5623,Hillbilly Bone,Blake Shelton Featuring Trace Adkins,40,{'spring'},40T9vgCE3W4Y6QePIkQBEm,"{'danceability': 0.603, 'energy': 0.946, 'speechiness': 0.0463, 'instrumentalness': 6.51e-05, 'tempo': 144.019, 'valence': 0.912}"
5624,Physical,Glee Cast Featuring Olivia Newton-John,89,{'spring'},3hJQ0Bzblzx7JY5rKPvap0,"{'danceability': 0.789, 'energy': 0.698, 'speechiness': 0.0467, 'instrumentalness': 0, 'tempo': 123.849, 'valence': 0.416}"
5625,U Can't Touch This,Glee Cast,92,{'spring'},5E10OlQFbgG8FjNw0bBHw3,"{'danceability': 0.801, 'energy': 0.947, 'speechiness': 0.0954, 'instrumentalness': 8.87e-06, 'tempo': 133.381, 'valence': 0.92}"
5626,Temporary Home,Carrie Underwood,41,{'spring'},0d0tJF80562KcMndcBcSfM,"{'danceability': 0.416, 'energy': 0.354, 'speechiness': 0.0263, 'instrumentalness': 1e-06, 'tempo': 80.767, 'valence': 0.181}"
5627,When I Look At You,Miley Cyrus,16,{'spring'},7ywzEdEuVG1lsjsRCGJfLy,"{'danceability': 0.459, 'energy': 0.545, 'speechiness': 0.0282, 'instrumentalness': 0, 'tempo': 137.941, 'valence': 0.194}"
5628,All Or Nothing,Theory Of A Deadman,99,{'spring'},2ejt6exJRE2bXPfp37Xi8w,"{'danceability': 0.419, 'energy': 0.785, 'speechiness': 0.0313, 'instrumentalness': 0, 'tempo': 152.053, 'valence': 0.332}"
5629,Give Me A Sign (Forever And Ever),Breaking Benjamin,97,{'spring'},6BWrIaoodtt7EX6kToWZw0,"{'danceability': 0.196, 'energy': 0.85, 'speechiness': 0.0531, 'instrumentalness': 1.03e-06, 'tempo': 156.725, 'valence': 0.4}"
5630,How Low,Ludacris,6,{'winter'},1WtTLtofvcjQM3sXSMkDdX,"{'danceability': 0.785, 'energy': 0.498, 'speechiness': 0.0533, 'instrumentalness': 1.23e-06, 'tempo': 143.96, 'valence': 0.418}"
5631,One Less Bell To Answer / A House Is Not A Home,Glee Cast Featuring Kristin Chenoweth,53,{'spring'},3aiKybRCTBazAplseCewQc,"{'danceability': 0.266, 'energy': 0.354, 'speechiness': 0.0318, 'instrumentalness': 0, 'tempo': 106.3, 'valence': 0.134}"
5632,Beautiful,Glee Cast,61,{'spring'},2b1f2Z5rpQUYKOyrOd770k,"{'danceability': 0.253, 'energy': 0.42, 'speechiness': 0.0335, 'instrumentalness': 0, 'tempo': 64.967, 'valence': 0.102}"
5633,Fire,Glee Cast Featuring Kristin Chenoweth,64,{'spring'},06SiZAfeYY3rDYRFc4Dlek,"{'danceability': 0.796, 'energy': 0.544, 'speechiness': 0.0427, 'instrumentalness': 0, 'tempo': 117.987, 'valence': 0.487}"
5634,A House Is Not A Home,Glee Cast,70,{'spring'},5cevLj53chcpTIZjezsj37,"{'danceability': 0.279, 'energy': 0.321, 'speechiness': 0.0342, 'instrumentalness': 0, 'tempo': 146.946, 'valence': 0.173}"
5635,Home,Glee Cast Featuring Kristin Chenoweth,90,{'spring'},6pA8RUm0OkT4aNbY2GqfhF,"{'danceability': 0.286, 'energy': 0.623, 'speechiness': 0.042, 'instrumentalness': 1.5e-05, 'tempo': 96.649, 'valence': 0.109}"
5636,Halfway There,Big Time Rush,93,{'spring'},6L4PjBaEjTxI0sOBGq8OQg,"{'danceability': 0.541, 'energy': 0.91, 'speechiness': 0.052, 'instrumentalness': 0, 'tempo': 143.022, 'valence': 0.351}"
5637,'Til Summer Comes Around,Keith Urban,58,{'spring'},1CKmI1IQjVEVB3F7VmJmM3,"{'danceability': 0.57, 'energy': 0.629, 'speechiness': 0.0331, 'instrumentalness': 0.000136, 'tempo': 127.907, 'valence': 0.308}"
5638,Like A Prayer,Glee Cast Featuring Jonathan Groff,27,{'spring'},6ib7bSRpd5ZcE3Cr5lPvYJ,"{'danceability': 0.544, 'energy': 0.871, 'speechiness': 0.062, 'instrumentalness': 0, 'tempo': 111.004, 'valence': 0.311}"
5639,Love King,The-Dream,92,{'spring'},2AGgputZd6NC15fPhZdhcN,"{'danceability': 0.628, 'energy': 0.678, 'speechiness': 0.0297, 'instrumentalness': 0, 'tempo': 83.995, 'valence': 0.36}"
5640,New Morning,Alpha Rev,100,{'spring'},7aOH8ShpP7P64x9fyTHxyc,"{'danceability': 0.191, 'energy': 0.682, 'speechiness': 0.0413, 'instrumentalness': 5.49e-06, 'tempo': 178.071, 'valence': 0.407}"
5641,According To You,Orianthi,17,{'spring'},0M45YYpFECO0xvXlKgQ7sE,"{'danceability': 0.613, 'energy': 0.917, 'speechiness': 0.054, 'instrumentalness': 5.86e-06, 'tempo': 131.007, 'valence': 0.538}"
5642,Heartbreak Warfare,John Mayer,34,{'spring'},4gs07VlJST4bdxGbBsXVue,"{'danceability': 0.624, 'energy': 0.554, 'speechiness': 0.0225, 'instrumentalness': 0.00131, 'tempo': 97.031, 'valence': 0.311}"
5643,Halfway Gone,Lifehouse,50,{'spring'},7AsqUKKbPMxOFNIbRLBxHt,"{'danceability': 0.543, 'energy': 0.919, 'speechiness': 0.0415, 'instrumentalness': 0, 'tempo': 125.023, 'valence': 0.498}"
5644,Bet I,B.o.B Featuring T.I. & Playboy Tre,72,{'spring'},4DrYnr1OGofuCTbfjK3x6o,"{'danceability': 0.67, 'energy': 0.573, 'speechiness': 0.0509, 'instrumentalness': 0.887, 'tempo': 133.989, 'valence': 0.478}"
5645,Borderline / Open Your Heart,Glee Cast,78,{'spring'},1ojdrbpUqSQ8ItXs4tZQwd,"{'danceability': 0.618, 'energy': 0.75, 'speechiness': 0.0382, 'instrumentalness': 0, 'tempo': 118.031, 'valence': 0.228}"
5646,Lemonade,Gucci Mane,53,{'spring'},6rUcS9i07F6okIe8wujs5J,"{'danceability': 0.741, 'energy': 0.658, 'speechiness': 0.0853, 'instrumentalness': 3.43e-06, 'tempo': 142.057, 'valence': 0.746}"
5647,Like A Virgin,Glee Cast,87,{'spring'},7FUNGlYkniRH0qhSHWU5HK,"{'danceability': 0.678, 'energy': 0.845, 'speechiness': 0.0475, 'instrumentalness': 0, 'tempo': 119.999, 'valence': 0.763}"
5648,4 Minutes,Glee Cast,89,{'spring'},5aWlISJTMKHHThgoXIYUw8,"{'danceability': 0.675, 'energy': 0.942, 'speechiness': 0.0518, 'instrumentalness': 0.000167, 'tempo': 112.938, 'valence': 0.414}"
5649,Still,Tim McGraw,91,{'spring'},6xZ3fQFc5MtlUofBqtsUgA,"{'danceability': 0.413, 'energy': 0.612, 'speechiness': 0.0276, 'instrumentalness': 0.000875, 'tempo': 173.412, 'valence': 0.23}"
5650,Gives You Hell,Glee Cast,32,{'spring'},7oN2q9L9YShc6weFVvnnxA,"{'danceability': 0.752, 'energy': 0.605, 'speechiness': 0.032, 'instrumentalness': 0, 'tempo': 100.007, 'valence': 0.789}"
5651,I Am,Mary J. Blige,55,"{'winter', 'spring'}",0a4HnQAiD08Yg8z30yfPhI,"{'danceability': 0.449, 'energy': 0.715, 'speechiness': 0.271, 'instrumentalness': 0, 'tempo': 169.916, 'valence': 0.516}"
5652,O Let's Do It,Waka Flocka Flame,62,{'spring'},0wCC06ziWEkYOif44iFggw,"{'danceability': 0.682, 'energy': 0.513, 'speechiness': 0.396, 'instrumentalness': 0, 'tempo': 130.085, 'valence': 0.338}"
5653,Sex Therapy,Robin Thicke,54,{'spring'},6MmxDAqXSxFS9dLQs1l7DT,"{'danceability': 0.702, 'energy': 0.53, 'speechiness': 0.0296, 'instrumentalness': 0, 'tempo': 112.036, 'valence': 0.319}"
5654,Hello,Glee Cast Featuring Jonathan Groff,35,{'spring'},09MQwsUkzi29VEQLsUBSvX,"{'danceability': 0.586, 'energy': 0.3, 'speechiness': 0.0335, 'instrumentalness': 0, 'tempo': 121.755, 'valence': 0.319}"
5655,Hello Goodbye,Glee Cast,49,{'spring'},66MibHybwVbdo65IOZIj97,"{'danceability': 0.464, 'energy': 0.757, 'speechiness': 0.0326, 'instrumentalness': 0, 'tempo': 101.067, 'valence': 0.227}"
5656,Life After You,Daughtry,36,{'spring'},4gWTBq5Jftq5CEKYpLXD8R,"{'danceability': 0.434, 'energy': 0.764, 'speechiness': 0.0299, 'instrumentalness': 0, 'tempo': 51.316, 'valence': 0.309}"
5657,"Hello, I Love You",Glee Cast,66,{'spring'},41RxdTltq3TM5AbOLHVR28,"{'danceability': 0.375, 'energy': 0.856, 'speechiness': 0.078, 'instrumentalness': 0.000682, 'tempo': 117.112, 'valence': 0.672}"
5658,Fearless,Taylor Swift,9,{'fall'},77sMIMlNaSURUAXq5coCxE,"{'danceability': 0.569, 'energy': 0.741, 'speechiness': 0.0282, 'instrumentalness': 0, 'tempo': 100.118, 'valence': 0.43}"
