,song,artist,peak,seasons,id,features
5434,Me Against The Music,Glee Cast,56,{'fall'},07DXC9tg5mySIQfRoVHYmI,"{'danceability': 0.828, 'energy': 0.909, 'speechiness': 0.0687, 'instrumentalness': 0, 'tempo': 120.005, 'valence': 0.792}"
5435,I Am Not A Human Being,Lil Wayne,65,{'fall'},2XHzzp1j4IfTNp1FTn7YFg,"{'danceability': 0.669, 'energy': 0.634, 'speechiness': 0.0327, 'instrumentalness': 0, 'tempo': 124.906, 'valence': 0.496}"
5436,Bill Gates,Lil Wayne,75,{'fall'},610FzmkhFSsORpECZbjT4X,"{'danceability': 0.564, 'energy': 0.798, 'speechiness': 0.227, 'instrumentalness': 3.44e-05, 'tempo': 90.67, 'valence': 0.669}"
5437,Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,77,{'fall'},5BB0Jzw60KyfSTyjJqtely,"{'danceability': 0.411, 'energy': 0.986, 'speechiness': 0.0583, 'instrumentalness': 0.00148, 'tempo': 165.981, 'valence': 0.649}"
5438,Hope She Cheats On You (With A Basketball Player),Marsha Ambrosius,88,{'fall'},0ocQiHwHrvLUcon6p3lJNa,"{'danceability': 0.501, 'energy': 0.666, 'speechiness': 0.414, 'instrumentalness': 0, 'tempo': 163.925, 'valence': 0.392}"
5439,Empire State Of Mind,Glee Cast,21,{'fall'},7pYVIpuFrH2cDMseplG8Jn,"{'danceability': 0.508, 'energy': 0.883, 'speechiness': 0.329, 'instrumentalness': 0, 'tempo': 173.566, 'valence': 0.717}"
5440,Pretty Boy Swag,Soulja Boy Tell'em,34,{'summer'},6sQH5GFuqhvemSdP2oOfRi,"{'danceability': 0.837, 'energy': 0.42, 'speechiness': 0.0629, 'instrumentalness': 0, 'tempo': 123.157, 'valence': 0.143}"
5441,Telephone,Glee Cast,23,{'fall'},1oqIgJpPpW9wwXcitli8EF,"{'danceability': 0.729, 'energy': 0.804, 'speechiness': 0.0329, 'instrumentalness': 3.12e-06, 'tempo': 122.021, 'valence': 0.749}"
5442,Billionaire,Glee Cast,28,{'fall'},6d5CfH0P84foEd1fkmp7po,"{'danceability': 0.791, 'energy': 0.721, 'speechiness': 0.094, 'instrumentalness': 0, 'tempo': 87.032, 'valence': 0.66}"
5443,Listen,Glee Cast,38,{'fall'},2CtYpnf7UBAyjtqyHIn3qf,"{'danceability': 0.517, 'energy': 0.644, 'speechiness': 0.0492, 'instrumentalness': 0, 'tempo': 122.687, 'valence': 0.195}"
5444,Find Your Love,Drake,5,{'summer'},4BycRneKmOs6MhYG9THsuX,"{'danceability': 0.627, 'energy': 0.614, 'speechiness': 0.17, 'instrumentalness': 0, 'tempo': 96.038, 'valence': 0.758}"
5445,Breakeven,The Script,12,{'spring'},285hMzLhJwHVLe9QT9qilk,"{'danceability': 0.63, 'energy': 0.696, 'speechiness': 0.0242, 'instrumentalness': 0, 'tempo': 94.034, 'valence': 0.491}"
5446,What I Did For Love,Glee Cast,51,{'fall'},38fCEBQkO14rx8YEbjpRHg,"{'danceability': 0.336, 'energy': 0.404, 'speechiness': 0.0321, 'instrumentalness': 3.93e-06, 'tempo': 75.8, 'valence': 0.0872}"
5447,Free,Zac Brown Band,34,{'summer'},4BaAxwS4VoeCYk9TuXQs7f,"{'danceability': 0.453, 'energy': 0.411, 'speechiness': 0.0276, 'instrumentalness': 0.00021, 'tempo': 75.752, 'valence': 0.28}"
5448,Stutter,Maroon 5,84,{'fall'},7zmJyZL3DfYBBYbY8Rve6W,"{'danceability': 0.711, 'energy': 0.882, 'speechiness': 0.0333, 'instrumentalness': 0, 'tempo': 119.991, 'valence': 0.813}"
5449,Round & Round,Selena Gomez & The Scene,24,{'summer'},5RhxBpoCwX2vLBcSJzYa5j,"{'danceability': 0.545, 'energy': 0.686, 'speechiness': 0.0665, 'instrumentalness': 0, 'tempo': 127.996, 'valence': 0.486}"
5450,Break My Bank,New Boyz Featuring Iyaz,68,{'fall'},05Q8DT8pyXJrxI6kCLzjdh,"{'danceability': 0.742, 'energy': 0.762, 'speechiness': 0.0575, 'instrumentalness': 0, 'tempo': 91.009, 'valence': 0.367}"
5451,Bittersweet,Fantasia,74,{'fall'},7lDO0HIPCt63UJj5b20Dft,"{'danceability': 0.74, 'energy': 0.81, 'speechiness': 0.0755, 'instrumentalness': 2.4e-05, 'tempo': 129.972, 'valence': 0.436}"
5452,Erase Me,Kid Cudi Featuring Kanye West,22,{'fall'},6XkuklKiHYVTlVvWlTgQYP,"{'danceability': 0.687, 'energy': 0.631, 'speechiness': 0.129, 'instrumentalness': 0, 'tempo': 186.071, 'valence': 0.853}"
5453,Smile,Uncle Kracker,31,{'summer'},4ZC8hXXqu2hPcDLw9QTdtQ,"{'danceability': 0.541, 'energy': 0.812, 'speechiness': 0.0336, 'instrumentalness': 0, 'tempo': 141.056, 'valence': 0.607}"
5454,Love Like Crazy,Lee Brice,45,{'summer'},6Ozp6ac86CSHMik8lbvJuM,"{'danceability': 0.535, 'energy': 0.725, 'speechiness': 0.0275, 'instrumentalness': 1.45e-05, 'tempo': 78.489, 'valence': 0.292}"
5455,Somebody To Love,Justin Bieber Featuring Usher,15,{'summer'},7IUl5c6u18rzmyQOblj10T,"{'danceability': 0.703, 'energy': 0.836, 'speechiness': 0.0283, 'instrumentalness': 0, 'tempo': 129.987, 'valence': 0.552}"
5456,Hold You (Hold Yuh),Gyptian,77,{'summer'},0j55p8YRAPG8yajtNyjt6A,"{'danceability': 0.69, 'energy': 0.621, 'speechiness': 0.06, 'instrumentalness': 2.81e-05, 'tempo': 66.858, 'valence': 0.497}"
5457,Glitter In The Air,P!nk,18,{'winter'},1M6dQ8MZQnYxjH8yZzswQt,"{'danceability': 0.514, 'energy': 0.255, 'speechiness': 0.0283, 'instrumentalness': 0.000235, 'tempo': 99.851, 'valence': 0.298}"
5458,Trailerhood,Toby Keith,97,{'fall'},2CdGhu82tkVWkXDPyJCiwU,"{'danceability': 0.663, 'energy': 0.83, 'speechiness': 0.039, 'instrumentalness': 1.41e-06, 'tempo': 98.022, 'valence': 0.866}"
5459,Break Your Heart,Taio Cruz Featuring Ludacris,1,{'spring'},3v89A1lFBcHRiQd3cHLMq2,"{'danceability': 0.578, 'energy': 0.916, 'speechiness': 0.0326, 'instrumentalness': 0.784, 'tempo': 122.018, 'valence': 0.281}"
5460,Undo It,Carrie Underwood,23,{'summer'},1Fo2N5iXRi37maMboaig7O,"{'danceability': 0.476, 'energy': 0.84, 'speechiness': 0.058, 'instrumentalness': 0, 'tempo': 156.254, 'valence': 0.648}"
5461,"Lover, Lover",Jerrod Niemann,29,{'summer'},5UzU0qw21okODBNUnxptVo,"{'danceability': 0.879, 'energy': 0.567, 'speechiness': 0.0588, 'instrumentalness': 0, 'tempo': 112.473, 'valence': 0.948}"
5462,Dumb Love,Sean Kingston,84,{'fall'},7BGkpHiIqGGA8B9rRPf5VL,"{'danceability': 0.758, 'energy': 0.646, 'speechiness': 0.0721, 'instrumentalness': 0, 'tempo': 128.03, 'valence': 0.877}"
5463,I'm In,Keith Urban,60,{'fall'},0sAZEGLK6OU4VAWC9puWgh,"{'danceability': 0.567, 'energy': 0.862, 'speechiness': 0.0452, 'instrumentalness': 0.000162, 'tempo': 129.98, 'valence': 0.661}"
5464,Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO,31,{'summer'},6FbGlkHKGkYqpSCuBgurn3,"{'danceability': 0.615, 'energy': 0.913, 'speechiness': 0.0816, 'instrumentalness': 0, 'tempo': 129.944, 'valence': 0.45}"
5465,Rockstar 101,Rihanna Featuring Slash,64,{'summer'},5rXDTihGQ3TkYE3pmraAmH,"{'danceability': 0.343, 'energy': 0.65, 'speechiness': 0.0909, 'instrumentalness': 0, 'tempo': 170.697, 'valence': 0.315}"
5466,This Ain't Nothin',Craig Morgan,83,{'fall'},3GfFnxBuDNay7D1srwrqZU,"{'danceability': 0.353, 'energy': 0.532, 'speechiness': 0.0306, 'instrumentalness': 0, 'tempo': 149.71, 'valence': 0.282}"
5467,Introducing Me,Nick Jonas,92,{'fall'},74tQaH4CxM5Rs9BzerEbHr,"{'danceability': 0.513, 'energy': 0.496, 'speechiness': 0.0511, 'instrumentalness': 0, 'tempo': 113.072, 'valence': 0.676}"
5468,The Man Who Can't Be Moved,The Script,86,{'fall'},3nqqDo8CcCLke3ZoTgiOKf,"{'danceability': 0.605, 'energy': 0.629, 'speechiness': 0.0279, 'instrumentalness': 0, 'tempo': 99.894, 'valence': 0.308}"
5469,Champagne Life,Ne-Yo,75,{'summer'},7p8l7HiPoz90dg423iURKW,"{'danceability': 0.616, 'energy': 0.741, 'speechiness': 0.131, 'instrumentalness': 0, 'tempo': 193.069, 'valence': 0.593}"
5470,Bulletproof,La Roux,8,{'summer'},3kMrazSvILsgcwtidZd1Qd,"{'danceability': 0.674, 'energy': 0.882, 'speechiness': 0.0477, 'instrumentalness': 6.47e-05, 'tempo': 123.016, 'valence': 0.682}"
5471,Alejandro,Lady Gaga,5,{'summer'},4lwavw59UjXUPJZtKNdFYp,"{'danceability': 0.626, 'energy': 0.799, 'speechiness': 0.046, 'instrumentalness': 0.00155, 'tempo': 98.992, 'valence': 0.369}"
5472,There Goes My Baby,Usher,25,{'summer'},6IUiqtI8tE49sqGbmtrNd8,"{'danceability': 0.626, 'energy': 0.52, 'speechiness': 0.0892, 'instrumentalness': 0, 'tempo': 77.468, 'valence': 0.257}"
5473,Impossible,Shontelle,13,{'summer'},1T8PwF3JhIiWwBhun23RNe,"{'danceability': 0.6, 'energy': 0.624, 'speechiness': 0.0334, 'instrumentalness': 0, 'tempo': 90.036, 'valence': 0.529}"
5474,Ride,Ciara Featuring Ludacris,42,{'summer'},3RJclnBV8g9mvHPtSzPf7c,"{'danceability': 0.694, 'energy': 0.719, 'speechiness': 0.0484, 'instrumentalness': 1.47e-05, 'tempo': 129.961, 'valence': 0.352}"
5475,Kissin U,Miranda Cosgrove,54,{'spring'},3pt4BDnaMo2vznoVSv7b2y,"{'danceability': 0.624, 'energy': 0.86, 'speechiness': 0.043, 'instrumentalness': 0, 'tempo': 110.018, 'valence': 0.521}"
5476,My First Kiss,3OH!3 Featuring Ke$ha,9,{'spring'},0loGeCS5Qa7pcVoTB9tkH2,"{'danceability': 0.0949, 'energy': 0.197, 'speechiness': 0.0432, 'instrumentalness': 0.939, 'tempo': 64.658, 'valence': 0.0791}"
5477,Bed Intruder Song,Antoine Dodson & The Gregory Brothers Featuring Kelly Dodson,89,{'summer'},77mjzKj4ruQBNjH3WHrvyj,"{'danceability': 0.826, 'energy': 0.741, 'speechiness': 0.223, 'instrumentalness': 0, 'tempo': 152.03, 'valence': 0.82}"
5478,143,Bobby Brackins Featuring Ray J,76,{'summer'},0PGXFAAPdOUplOgmhTujor,"{'danceability': 0.836, 'energy': 0.811, 'speechiness': 0.0746, 'instrumentalness': 0, 'tempo': 98.021, 'valence': 0.779}"
5479,Rock That Body,The Black Eyed Peas,9,{'summer'},7K8XoQXZBffc4xG2xIQHMO,"{'danceability': 0.715, 'energy': 0.907, 'speechiness': 0.0993, 'instrumentalness': 8.39e-05, 'tempo': 124.991, 'valence': 0.841}"
5480,Mockingbird,Rob Thomas,95,{'summer'},4L9J2or96xvWhQwWw09fHO,"{'danceability': 0.571, 'energy': 0.77, 'speechiness': 0.0314, 'instrumentalness': 1.02e-06, 'tempo': 141.996, 'valence': 0.613}"
5481,Your Love Is My Drug,Ke$ha,4,{'summer'},6vc2Jq2vaGu8z326kSrw92,"{'danceability': 0.826, 'energy': 0.612, 'speechiness': 0.0982, 'instrumentalness': 0, 'tempo': 120.057, 'valence': 0.756}"
5482,Un-Thinkable (I'm Ready),Alicia Keys,21,{'summer'},4JOP8ELK6AaeySe7sKe996,"{'danceability': 0.596, 'energy': 0.505, 'speechiness': 0.0619, 'instrumentalness': 1.97e-05, 'tempo': 86.097, 'valence': 0.335}"
5483,Give A Little More,Maroon 5,86,{'fall'},2TRuBFYZYw0Q7qIVBhqR1T,"{'danceability': 0.753, 'energy': 0.824, 'speechiness': 0.0385, 'instrumentalness': 0.00018, 'tempo': 117.95, 'valence': 0.937}"
5484,Water,Brad Paisley,42,{'summer'},5z1T8M153gyxX6IKJemYX7,"{'danceability': 0.562, 'energy': 0.825, 'speechiness': 0.0269, 'instrumentalness': 0.000629, 'tempo': 97.54, 'valence': 0.694}"
5485,Black Rain,Soundgarden,96,{'fall'},0JETYuePsiRyCZoQdgxZG2,"{'danceability': 0.2, 'energy': 0.882, 'speechiness': 0.072, 'instrumentalness': 0.607, 'tempo': 171.02, 'valence': 0.275}"
5486,This Afternoon,Nickelback,34,{'summer'},1RG8MABX0VciDk6WYb8pBv,"{'danceability': 0.507, 'energy': 0.875, 'speechiness': 0.0389, 'instrumentalness': 0, 'tempo': 160.079, 'valence': 0.647}"
5487,Circle The Drain,Katy Perry,58,{'summer'},7s0YfJE6hNNYq9BV26iCw6,"{'danceability': 0.7, 'energy': 0.775, 'speechiness': 0.0809, 'instrumentalness': 0, 'tempo': 134.932, 'valence': 0.751}"
5488,Hello Good Morning,Diddy - Dirty Money Featuring T.I.,27,{'summer'},7yzSijmAyOMBcHrK6Tfsoe,"{'danceability': 0.616, 'energy': 0.954, 'speechiness': 0.239, 'instrumentalness': 0, 'tempo': 103.915, 'valence': 0.571}"
5489,Lose My Mind,Young Jeezy Featuring Plies,35,{'spring'},0Ft6hwGWdCdujdK6TOfBV7,"{'danceability': 0.705, 'energy': 0.75, 'speechiness': 0.0524, 'instrumentalness': 0, 'tempo': 77.748, 'valence': 0.392}"
5490,Lay Me Down,The Dirty Heads Featuring Rome,93,{'summer'},4L0nc0tHfDjr3HlAm1EFeu,"{'danceability': 0.672, 'energy': 0.747, 'speechiness': 0.0904, 'instrumentalness': 0, 'tempo': 169.981, 'valence': 0.742}"
5491,Nothin' On You,B.o.B Featuring Bruno Mars,1,{'spring'},7HMKmZQEIduuNio1nPwjqp,"{'danceability': 0.771, 'energy': 0.546, 'speechiness': 0.0291, 'instrumentalness': 0, 'tempo': 104.043, 'valence': 0.928}"
5492,Not Like The Movies,Katy Perry,53,{'summer'},1EFNEJyZUsctm6yVzGqLl6,"{'danceability': 0.402, 'energy': 0.479, 'speechiness': 0.0916, 'instrumentalness': 2.75e-06, 'tempo': 183.013, 'valence': 0.257}"
5493,Rain Is A Good Thing,Luke Bryan,37,{'summer'},1YhFtqwcN138S6ng3MT1nN,"{'danceability': 0.622, 'energy': 0.932, 'speechiness': 0.0498, 'instrumentalness': 2.37e-06, 'tempo': 108.051, 'valence': 0.519}"
5494,I Never Told You,Colbie Caillat,48,{'summer'},2rJWnAqSuLMls0KOv416Io,"{'danceability': 0.506, 'energy': 0.639, 'speechiness': 0.0285, 'instrumentalness': 0, 'tempo': 144.073, 'valence': 0.385}"
5495,The House That Built Me,Miranda Lambert,28,{'summer'},02eD9ymfJOJOhM97HYp5R9,"{'danceability': 0.525, 'energy': 0.3, 'speechiness': 0.0286, 'instrumentalness': 8.3e-06, 'tempo': 80.993, 'valence': 0.206}"
5496,Beautiful Monster,Ne-Yo,53,{'summer'},2Q99zPXVqCPN5RaZawvJWZ,"{'danceability': 0.708, 'energy': 0.771, 'speechiness': 0.131, 'instrumentalness': 5.32e-06, 'tempo': 128.013, 'valence': 0.494}"
5497,Pray For You,Jaron And The Long Road To Love,34,{'summer'},68wTP3pPT5uAQsrwVX4DSS,"{'danceability': 0.506, 'energy': 0.632, 'speechiness': 0.0392, 'instrumentalness': 0, 'tempo': 139.957, 'valence': 0.483}"
5498,We'll Be A Dream,WE the Kings Featuring Demi Lovato,76,{'summer'},7hev85BbItxaxvt0FfbIGC,"{'danceability': 0.463, 'energy': 0.816, 'speechiness': 0.0255, 'instrumentalness': 0.85, 'tempo': 160.088, 'valence': 0.571}"
5499,Crazy Town,Jason Aldean,51,{'summer'},5eH1ktZDHgegpkYJOY7tme,"{'danceability': 0.43, 'energy': 0.841, 'speechiness': 0.037, 'instrumentalness': 0, 'tempo': 180.977, 'valence': 0.489}"
5500,Sex Room,Ludacris Featuring Trey Songz,69,{'summer'},5fc3CYrNkLym4ifJgnJtmv,"{'danceability': 0.665, 'energy': 0.69, 'speechiness': 0.0622, 'instrumentalness': 0, 'tempo': 116.018, 'valence': 0.677}"
5501,All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",24,{'summer'},12PNcnMsjsZ3eHm62t8hiy,"{'danceability': 0.545, 'energy': 0.781, 'speechiness': 0.185, 'instrumentalness': 0, 'tempo': 150.097, 'valence': 0.277}"
5502,In My Head,Jason Derulo,5,{'spring'},5BoIP8Eha5hwmRVURkC2Us,"{'danceability': 0.762, 'energy': 0.748, 'speechiness': 0.033, 'instrumentalness': 0, 'tempo': 110.009, 'valence': 0.851}"
5503,Haven't Met You Yet,Michael Buble,24,{'summer'},4fIWvT19w9PR0VVBuPYpWA,"{'danceability': 0.615, 'energy': 0.733, 'speechiness': 0.0335, 'instrumentalness': 0, 'tempo': 122.58, 'valence': 0.796}"
5504,G.R.I.N.D. (Get Ready It's A New Day),Asher Roth,79,{'summer'},0R2yQJOFsKqS0SsgPdWqtP,"{'danceability': 0.673, 'energy': 0.84, 'speechiness': 0.0535, 'instrumentalness': 0.00259, 'tempo': 123.077, 'valence': 0.398}"
5505,Nightmare,Avenged Sevenfold,51,{'summer'},4UEo1b0wWrtHMC8bVqPiH8,"{'danceability': 0.554, 'energy': 0.949, 'speechiness': 0.0787, 'instrumentalness': 9.98e-05, 'tempo': 129.984, 'valence': 0.233}"
5506,She Won't Be Lonely Long,Clay Walker,53,{'summer'},0158TMiGmHyibaDeaUKayX,"{'danceability': 0.635, 'energy': 0.758, 'speechiness': 0.0243, 'instrumentalness': 0, 'tempo': 113.002, 'valence': 0.322}"
5507,The Crow & The Butterfly,Shinedown,97,{'summer'},1LkMC92Zc21awBWSHWZeGp,"{'danceability': 0.319, 'energy': 0.781, 'speechiness': 0.0329, 'instrumentalness': 0, 'tempo': 149.002, 'valence': 0.238}"
5508,Cuando Me Enamoro,Enrique Iglesias Featuring Juan Luis Guerra,89,{'summer'},5DbHGrmAyjnTRpUpCNrq12,"{'danceability': 0.48, 'energy': 0.805, 'speechiness': 0.0368, 'instrumentalness': 0.915, 'tempo': 86.689, 'valence': 0.439}"
5509,Over,Drake,14,{'spring'},6BdgtqiV3oXNqBikezwdvC,"{'danceability': 0.35, 'energy': 0.845, 'speechiness': 0.2, 'instrumentalness': 0, 'tempo': 99.643, 'valence': 0.45}"
5510,Can't Be Tamed,Miley Cyrus,8,{'summer'},2r6DdaSbkbwoPzuK6NjLPn,"{'danceability': 0.63, 'energy': 0.91, 'speechiness': 0.144, 'instrumentalness': 0, 'tempo': 116.98, 'valence': 0.743}"
5511,Ordinary Girl,Hannah Montana,91,{'summer'},2kIq7Oq6YNfdUuTrmPC4w1,"{'danceability': 0.411, 'energy': 0.847, 'speechiness': 0.219, 'instrumentalness': 0, 'tempo': 182.496, 'valence': 0.398}"
5512,Eenie Meenie,Sean Kingston & Justin Bieber,15,{'spring'},7Ac7iWJMcTrCpW21U99cxP,"{'danceability': 0.776, 'energy': 0.871, 'speechiness': 0.052, 'instrumentalness': 0.909, 'tempo': 140.018, 'valence': 0.963}"
5513,If We Ever Meet Again,Timbaland Featuring Katy Perry,37,{'spring'},360UM2DaiHZPRu0EsrOvMp,"{'danceability': 0.652, 'energy': 0.605, 'speechiness': 0.0393, 'instrumentalness': 0, 'tempo': 126.091, 'valence': 0.394}"
5514,The Man I Want To Be,Chris Young,48,{'spring'},28Sc21lrWcZD9Ov4rRkPJq,"{'danceability': 0.639, 'energy': 0.678, 'speechiness': 0.0278, 'instrumentalness': 1.45e-06, 'tempo': 106.966, 'valence': 0.531}"
5515,Wavin' Flag,K'Naan,82,{'summer'},02WDuAXXKumemrvsmrVBvH,"{'danceability': 0.584, 'energy': 0.768, 'speechiness': 0.058, 'instrumentalness': 0, 'tempo': 152.005, 'valence': 0.729}"
5516,Rude Boy,Rihanna,1,{'spring'},60jzFy6Nn4M0iD1d94oteF,"{'danceability': 0.563, 'energy': 0.75, 'speechiness': 0.127, 'instrumentalness': 0, 'tempo': 173.906, 'valence': 0.812}"
5517,Telephone,Lady Gaga Featuring Beyonce,3,{'spring'},0tFlHTabfXyRVF9HWzcroV,"{'danceability': 0.798, 'energy': 0.644, 'speechiness': 0.0469, 'instrumentalness': 0.0645, 'tempo': 122.052, 'valence': 0.47}"
5518,Whataya Want From Me,Adam Lambert,10,{'spring'},2rDwdvBma1O1eLzo29p2cr,"{'danceability': 0.44, 'energy': 0.683, 'speechiness': 0.0489, 'instrumentalness': 0, 'tempo': 185.948, 'valence': 0.445}"
5519,My Chick Bad,Ludacris Featuring Nicki Minaj,11,{'spring'},3bMNprrp2JDKZsGbiXpsJl,"{'danceability': 0.624, 'energy': 0.723, 'speechiness': 0.378, 'instrumentalness': 0, 'tempo': 84.789, 'valence': 0.757}"
5520,Gimmie That Girl,Joe Nichols,34,{'spring'},7xoBJ4hih949Jeu5ZfzBai,"{'danceability': 0.5, 'energy': 0.9, 'speechiness': 0.117, 'instrumentalness': 0.000251, 'tempo': 162.249, 'valence': 0.675}"
5521,Shark In The Water,V V Brown,67,{'summer'},0BLPuaA32HDg6AJTUT4WMl,"{'danceability': 0.554, 'energy': 0.805, 'speechiness': 0.0597, 'instrumentalness': 0, 'tempo': 98.981, 'valence': 0.697}"
5522,Neighbors Know My Name,Trey Songz,43,{'spring'},6jvvpPJQJy5rMOEkLlADl6,"{'danceability': 0.663, 'energy': 0.693, 'speechiness': 0.0635, 'instrumentalness': 0, 'tempo': 120.026, 'valence': 0.391}"
5523,Up On The Ridge,Dierks Bentley,99,{'summer'},6jHKCWp15grCREpx7arDix,"{'danceability': 0.628, 'energy': 0.823, 'speechiness': 0.028, 'instrumentalness': 2.8e-05, 'tempo': 111.609, 'valence': 0.41}"
5524,Young Forever,Jay-Z + Mr. Hudson,10,{'spring'},0CZWlmpyamMCN8GCAULUcO,"{'danceability': 0.585, 'energy': 0.444, 'speechiness': 0.0285, 'instrumentalness': 0.875, 'tempo': 143.98, 'valence': 0.11}"
5525,I Gotta Feeling,The Black Eyed Peas,1,"{'summer', 'fall'}",2H1047e0oMSj10dgp7p2VG,"{'danceability': 0.744, 'energy': 0.766, 'speechiness': 0.0265, 'instrumentalness': 0, 'tempo': 127.966, 'valence': 0.61}"
5526,Outta Your Mind,Lil Jon Featuring LMFAO,84,{'summer'},1Oenqmtbzt331Pgv0ODfS2,"{'danceability': 0.876, 'energy': 0.984, 'speechiness': 0.274, 'instrumentalness': 0, 'tempo': 99.976, 'valence': 0.642}"
5527,Wrong Baby Wrong,Martina McBride,74,{'summer'},0F9BbXn7zjDkM6SRJvkBOd,"{'danceability': 0.572, 'energy': 0.673, 'speechiness': 0.042, 'instrumentalness': 0, 'tempo': 106.024, 'valence': 0.573}"
5528,I Can Do Anything,3OH!3,100,{'summer'},5jyDUXlAVUh4XJEJIJgapB,"{'danceability': 0.54, 'energy': 0.906, 'speechiness': 0.236, 'instrumentalness': 0, 'tempo': 169.94, 'valence': 0.438}"
5529,TiK ToK,Ke$ha,1,{'winter'},0HPD5WQqrq7wPWR7P7Dw1i,"{'danceability': 0.755, 'energy': 0.837, 'speechiness': 0.142, 'instrumentalness': 0, 'tempo': 120.028, 'valence': 0.714}"
5530,Won't Back Down,Eminem Featuring P!nk,62,{'summer'},3fo50t6l26Ur7Ebsqxv4xH,"{'danceability': 0.438, 'energy': 0.782, 'speechiness': 0.0392, 'instrumentalness': 0.972, 'tempo': 179.8, 'valence': 0.819}"
5531,Cold Wind Blows,Eminem,71,{'summer'},3Tj1luJyKPQt7WbrqpJ2Az,"{'danceability': 0.619, 'energy': 0.972, 'speechiness': 0.416, 'instrumentalness': 0, 'tempo': 169.04, 'valence': 0.584}"
5532,Stay,Miley Cyrus,75,{'summer'},0Ohi2pjBS1yak2BSgJRaIs,"{'danceability': 0.583, 'energy': 0.698, 'speechiness': 0.0363, 'instrumentalness': 0, 'tempo': 129.985, 'valence': 0.34}"
5533,I Keep On Loving You,Reba,78,{'summer'},50Wf9mPOJW1zIfHNtKm7Z8,"{'danceability': 0.539, 'energy': 0.461, 'speechiness': 0.0289, 'instrumentalness': 0, 'tempo': 127.108, 'valence': 0.319}"
5534,Talkin' 2 Myself,Eminem Featuring Kobe,88,{'summer'},66h8hB4In6t725WtAPL23J,"{'danceability': 0.421, 'energy': 0.963, 'speechiness': 0.415, 'instrumentalness': 0, 'tempo': 180.336, 'valence': 0.494}"
5535,Up All Night,Drake Featuring Nicki Minaj,49,{'summer'},1FZ90ehEqn35jCtObQ2puS,"{'danceability': 0.58, 'energy': 0.524, 'speechiness': 0.0363, 'instrumentalness': 0.78, 'tempo': 155.989, 'valence': 0.0741}"
5536,25 To Life,Eminem,92,{'summer'},0dyWQoMOU9oERL6c9vxtRp,"{'danceability': 0.701, 'energy': 0.931, 'speechiness': 0.243, 'instrumentalness': 0, 'tempo': 79.996, 'valence': 0.362}"
5537,I'm Back,T.I.,44,{'spring'},4rTeOSYqwXNz5qPR2DUTFZ,"{'danceability': 0.735, 'energy': 0.873, 'speechiness': 0.0402, 'instrumentalness': 3.27e-06, 'tempo': 108.021, 'valence': 0.586}"
5538,I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",21,{'spring'},6H2wnX7ytNeCKERIVqCwgs,"{'danceability': 0.592, 'energy': 0.944, 'speechiness': 0.111, 'instrumentalness': 0, 'tempo': 124.42, 'valence': 0.574}"
5539,9 AM In Dallas,Drake,57,{'summer'},2wr8lKZ4SOyd2Ag0AfZNE2,"{'danceability': 0.771, 'energy': 0.923, 'speechiness': 0.327, 'instrumentalness': 0.000384, 'tempo': 166.898, 'valence': 0.697}"
5540,Hey,Lil Jon Featuring 3OH!3,62,{'summer'},4iFBIXkdZ38xTNI0aaDTJP,"{'danceability': 0.368, 'energy': 0.831, 'speechiness': 0.488, 'instrumentalness': 0, 'tempo': 68.317, 'valence': 0.803}"
5541,Fireworks,Drake Featuring Alicia Keys,71,{'summer'},73tgFzBug5Ifk1Retdtwk7,"{'danceability': 0.55, 'energy': 0.758, 'speechiness': 0.347, 'instrumentalness': 0, 'tempo': 89.368, 'valence': 0.53}"
5542,Winner,Jamie Foxx Featuring Justin Timberlake & T .I.,28,{'spring'},31kUJ6TBHOICknBrFugOvI,"{'danceability': 0.642, 'energy': 0.659, 'speechiness': 0.322, 'instrumentalness': 0, 'tempo': 89.673, 'valence': 0.645}"
5543,Another Way To Die,Disturbed,81,{'summer'},3EZAnO8lnPCBCcJcwAZbEB,"{'danceability': 0.621, 'energy': 0.967, 'speechiness': 0.0692, 'instrumentalness': 0.00612, 'tempo': 112.017, 'valence': 0.315}"
5544,Lil Freak,Usher Featuring Nicki Minaj,40,{'spring'},27pryAuWl4YHZwVjanCf7K,"{'danceability': 0.694, 'energy': 0.396, 'speechiness': 0.0469, 'instrumentalness': 0.9, 'tempo': 139.98, 'valence': 0.284}"
5545,Solo,Iyaz,32,{'spring'},3fV2ZnSsxgvXUHshkGCBdR,"{'danceability': 0.73, 'energy': 0.728, 'speechiness': 0.0291, 'instrumentalness': 0, 'tempo': 130.061, 'valence': 0.68}"
5546,Finding My Way Back,Jaheim,95,{'summer'},1wCJ3JIsNaJK0MYct4Kmrv,"{'danceability': 0.605, 'energy': 0.622, 'speechiness': 0.0425, 'instrumentalness': 0, 'tempo': 136.012, 'valence': 0.177}"
